Command,Intent
Down the volume,Volume_Decrease_Spotify
Switch on shuffle,Toggle_Shuffle_Spotify
Turn shuffle,Toggle_Shuffle_Spotify
Shuffle my playlist,Toggle_Shuffle_Spotify
Shuffle my playlist,Toggle_Shuffle_Spotify
Turn shuffle on,Toggle_Shuffle_Spotify
Shuffle tracks please,Toggle_Shuffle_Spotify
Start playing on shuffle,Toggle_Shuffle_Spotify
Shuffle tracks,Toggle_Shuffle_Spotify
Shuffle on,Toggle_Shuffle_Spotify
Play with shuffle,Toggle_Shuffle_Spotify
Start shuffling,Toggle_Shuffle_Spotify
Shuffle tracks please,Toggle_Shuffle_Spotify
Play in shuffled mode,Toggle_Shuffle_Spotify
Play in shuffle mode,Toggle_Shuffle_Spotify
Switch to shuffle,Toggle_Shuffle_Spotify
Shuffle my music,Toggle_Shuffle_Spotify
Shuffle play,Toggle_Shuffle_Spotify
Start playing on shuffle,Toggle_Shuffle_Spotify
Shuffle my music,Toggle_Shuffle_Spotify
Toggle shuffle mode,Toggle_Shuffle_Spotify
Shuffle this playlist,Toggle_Shuffle_Spotify
Shuffle my songs,Toggle_Shuffle_Spotify
Activate shuffle,Toggle_Shuffle_Spotify
Enable shuffle,Toggle_Shuffle_Spotify
Switch on shuffle,Toggle_Shuffle_Spotify
Play shuffled songs,Toggle_Shuffle_Spotify
Activate shuffle tracks,Toggle_Shuffle_Spotify
Toggle shuffle please,Toggle_Shuffle_Spotify
Turn shuffle,Toggle_Shuffle_Spotify
Toggle shuffle please,Toggle_Shuffle_Spotify
Play with shuffle,Toggle_Shuffle_Spotify
Turn on shuffle,Toggle_Shuffle_Spotify
Shuffle my playlist,Toggle_Shuffle_Spotify
Enable shuffled play,Toggle_Shuffle_Spotify
Shuffle the music now,Toggle_Shuffle_Spotify
Shuffle this playlist,Toggle_Shuffle_Spotify
Switch to shuffle,Toggle_Shuffle_Spotify
Toggle the shuffle,Toggle_Shuffle_Spotify
Turn on shuffled music,Toggle_Shuffle_Spotify
Shuffle the tunes,Toggle_Shuffle_Spotify
Switch to shuffled,Toggle_Shuffle_Spotify
Shuffle this playlist,Toggle_Shuffle_Spotify
Switch to shuffled play,Toggle_Shuffle_Spotify
Shuffle the music,Toggle_Shuffle_Spotify
Start playing on shuffle,Toggle_Shuffle_Spotify
Toggle shuffle,Toggle_Shuffle_Spotify
Shuffle mode on,Toggle_Shuffle_Spotify
Switch to shuffle,Toggle_Shuffle_Spotify
Play the tracks shuffled,Toggle_Shuffle_Spotify
Switch on shuffle,Toggle_Shuffle_Spotify
I want you to go to the next song,Skip_Music_Spotify
turn up the volume,Volume_Increase_Spotify
Continue the song,Resume_Playing_Spotify
Play from pause,Resume_Playing_Spotify
Restart the song,Resume_Playing_Spotify
Unpause song,Resume_Playing_Spotify
Unpause song,Resume_Playing_Spotify
Start playing again,Resume_Playing_Spotify
Play the audio,Resume_Playing_Spotify
Play from the point it stopped,Resume_Playing_Spotify
Resume the music,Resume_Playing_Spotify
Continue audio,Resume_Playing_Spotify
Resume the song,Resume_Playing_Spotify
Unpause playback,Resume_Playing_Spotify
Continue audio,Resume_Playing_Spotify
Continue playing from the break,Resume_Playing_Spotify
Continue the song,Resume_Playing_Spotify
Resume audio,Resume_Playing_Spotify
Restart the music,Resume_Playing_Spotify
Play again,Resume_Playing_Spotify
Resume the beat,Resume_Playing_Spotify
Start playing,Resume_Playing_Spotify
Play from before,Resume_Playing_Spotify
Resume track,Resume_Playing_Spotify
Restart playback,Resume_Playing_Spotify
Restart playback,Resume_Playing_Spotify
Unpause playback,Resume_Playing_Spotify
Start playing again,Resume_Playing_Spotify
Start playing the music,Resume_Playing_Spotify
Continue playing,Resume_Playing_Spotify
Restart playback,Resume_Playing_Spotify
Resume now,Resume_Playing_Spotify
Resume this song,Resume_Playing_Spotify
Play from pause,Resume_Playing_Spotify
Unpause playback,Resume_Playing_Spotify
Play again,Resume_Playing_Spotify
Resume streaming,Resume_Playing_Spotify
Continue the music,Resume_Playing_Spotify
Resume this,Resume_Playing_Spotify
Resume the beat,Resume_Playing_Spotify
Continue the song,Resume_Playing_Spotify
Pick up the track,Resume_Playing_Spotify
Play it again,Resume_Playing_Spotify
Resume streaming,Resume_Playing_Spotify
Resume the playlist,Resume_Playing_Spotify
Pick up the music,Resume_Playing_Spotify
Play again,Resume_Playing_Spotify
Unpause the music,Resume_Playing_Spotify
Pick up the music,Resume_Playing_Spotify
Continue the track,Resume_Playing_Spotify
Start playing,Resume_Playing_Spotify
Resume Spotify,Resume_Playing_Spotify
Play the last song,Seek_Song_Spotify
Rewind to the earlier track,Seek_Song_Spotify
Go back one,Seek_Song_Spotify
Rewind to the last track,Seek_Song_Spotify
Return to the previous track,Seek_Song_Spotify
Go back one,Seek_Song_Spotify
Previous track,Seek_Song_Spotify
Rewind one music,Seek_Song_Spotify
Previous track,Seek_Song_Spotify
Play from previous song,Seek_Song_Spotify
Rewind to the previous song,Seek_Song_Spotify
Go back in music,Seek_Song_Spotify
Play the previous track,Seek_Song_Spotify
Seek the previous track,Seek_Song_Spotify
Seek back,Seek_Song_Spotify
Go to the last song,Seek_Song_Spotify
Skip to last song,Seek_Song_Spotify
Go to the last song,Seek_Song_Spotify
Rewind to the earlier track,Seek_Song_Spotify
Rewind this playlist,Seek_Song_Spotify
Back to the last track,Seek_Song_Spotify
Rewind to the earlier track,Seek_Song_Spotify
Play the earlier track,Seek_Song_Spotify
Go back a track,Seek_Song_Spotify
Back to earlier music,Seek_Song_Spotify
Play the last song,Seek_Song_Spotify
Seek last track,Seek_Song_Spotify
Rewind to last song,Seek_Song_Spotify
Return to the previous track,Seek_Song_Spotify
Back to earlier music,Seek_Song_Spotify
Rewind to the last track,Seek_Song_Spotify
Rewind one track,Seek_Song_Spotify
Go back to the last song,Seek_Song_Spotify
Return to the previous track,Seek_Song_Spotify
Go to older track,Seek_Song_Spotify
Backtrack to the last song,Seek_Song_Spotify
Previous track,Seek_Song_Spotify
Previous track please,Seek_Song_Spotify
Play the last music,Seek_Song_Spotify
Go back to last song,Seek_Song_Spotify
Go to the last song,Seek_Song_Spotify
Go to previous playlist song,Seek_Song_Spotify
Play from previous song,Seek_Song_Spotify
Backtrack to the last song,Seek_Song_Spotify
Seek previous song,Seek_Song_Spotify
Go to previous music,Seek_Song_Spotify
Play the earlier track,Seek_Song_Spotify
Previous track,Seek_Song_Spotify
Play the last song,Seek_Song_Spotify
Seek the previous track,Seek_Song_Spotify
Repeat this music,Repeat_Track_Spotify
Play the track on loop,Repeat_Track_Spotify
Play the song on repeat,Repeat_Track_Spotify
Replay the music,Repeat_Track_Spotify
Play the song on repeat,Repeat_Track_Spotify
Replay this track,Repeat_Track_Spotify
Replay that music,Repeat_Track_Spotify
Replay the tunes,Repeat_Track_Spotify
Repeat this audio,Repeat_Track_Spotify
Loop this song,Repeat_Track_Spotify
Loop music,Repeat_Track_Spotify
Replay the music,Repeat_Track_Spotify
Play the song again,Repeat_Track_Spotify
Replay this again,Repeat_Track_Spotify
Play that again,Repeat_Track_Spotify
Loop that track,Repeat_Track_Spotify
Repeat it,Repeat_Track_Spotify
Loop this song,Repeat_Track_Spotify
Put the song on repeat,Repeat_Track_Spotify
Loop track,Repeat_Track_Spotify
Repeat this music,Repeat_Track_Spotify
Put it on repeat,Repeat_Track_Spotify
Play on loop,Repeat_Track_Spotify
Play that again,Repeat_Track_Spotify
Play music again,Repeat_Track_Spotify
Repeat it,Repeat_Track_Spotify
Play the song again,Repeat_Track_Spotify
Replay the tunes,Repeat_Track_Spotify
Put the music on repeat,Repeat_Track_Spotify
Loop again,Repeat_Track_Spotify
Repeat the music,Repeat_Track_Spotify
Loop track,Repeat_Track_Spotify
Repeat again,Repeat_Track_Spotify
Play the song on repeat,Repeat_Track_Spotify
Loop again,Repeat_Track_Spotify
Play the track again,Repeat_Track_Spotify
Play this on loop,Repeat_Track_Spotify
Replay this track,Repeat_Track_Spotify
Repeat this track,Repeat_Track_Spotify
Play music again,Repeat_Track_Spotify
Play again,Repeat_Track_Spotify
Repeat the track,Repeat_Track_Spotify
Replay the song,Repeat_Track_Spotify
Loop song,Repeat_Track_Spotify
Replay the song,Repeat_Track_Spotify
Play the song on repeat,Repeat_Track_Spotify
Play the track on loop,Repeat_Track_Spotify
Repeat the song,Repeat_Track_Spotify
Repeat that track,Repeat_Track_Spotify
Loop this again,Repeat_Track_Spotify
I want you to go to the next song,Skip_Music_Spotify
turn up the volume,Volume_Increase_Spotify
hold the music,Pause_Music_Spotify
continue playing,Resume_Playing_Spotify
go to the previous song,Seek_Song_Spotify
nevermind go to the next one,Skip_Music_Spotify
after this song,Skip_Music_Spotify
go to the next one,Skip_Music_Spotify
go to the song after this,Skip_Music_Spotify
go to post track,Skip_Music_Spotify
go to next track,Skip_Music_Spotify
skip this,Skip_Music_Spotify
raise the volume,Volume_Increase_Spotify
