Command,Intent
Down the volume,Volume_Decrease_Spotify
Switch on shuffle,Toggle_Shuffle_Spotify
Turn shuffle,Toggle_Shuffle_Spotify
Shuffle my playlist,Toggle_Shuffle_Spotify
Shuffle my playlist,Toggle_Shuffle_Spotify
Turn shuffle on,Toggle_Shuffle_Spotify
Shuffle tracks please,Toggle_Shuffle_Spotify
Start playing on shuffle,Toggle_Shuffle_Spotify
Shuffle tracks,Toggle_Shuffle_Spotify
Shuffle on,Toggle_Shuffle_Spotify
Play with shuffle,Toggle_Shuffle_Spotify
Start shuffling,Toggle_Shuffle_Spotify
Shuffle tracks please,Toggle_Shuffle_Spotify
Play in shuffled mode,Toggle_Shuffle_Spotify
Play in shuffle mode,Toggle_Shuffle_Spotify
Switch to shuffle,Toggle_Shuffle_Spotify
Shuffle my music,Toggle_Shuffle_Spotify
Shuffle play,Toggle_Shuffle_Spotify
Start playing on shuffle,Toggle_Shuffle_Spotify
Shuffle my music,Toggle_Shuffle_Spotify
Toggle shuffle mode,Toggle_Shuffle_Spotify
Shuffle this playlist,Toggle_Shuffle_Spotify
Shuffle my songs,Toggle_Shuffle_Spotify
Activate shuffle,Toggle_Shuffle_Spotify
Enable shuffle,Toggle_Shuffle_Spotify
Switch on shuffle,Toggle_Shuffle_Spotify
Play shuffled songs,Toggle_Shuffle_Spotify
Activate shuffle tracks,Toggle_Shuffle_Spotify
Toggle shuffle please,Toggle_Shuffle_Spotify
Turn shuffle,Toggle_Shuffle_Spotify
Toggle shuffle please,Toggle_Shuffle_Spotify
Play with shuffle,Toggle_Shuffle_Spotify
Turn on shuffle,Toggle_Shuffle_Spotify
Shuffle my playlist,Toggle_Shuffle_Spotify
Enable shuffled play,Toggle_Shuffle_Spotify
Shuffle the music now,Toggle_Shuffle_Spotify
Shuffle this playlist,Toggle_Shuffle_Spotify
Switch to shuffle,Toggle_Shuffle_Spotify
Toggle the shuffle,Toggle_Shuffle_Spotify
Turn on shuffled music,Toggle_Shuffle_Spotify
Shuffle the tunes,Toggle_Shuffle_Spotify
Switch to shuffled,Toggle_Shuffle_Spotify
Shuffle this playlist,Toggle_Shuffle_Spotify
Switch to shuffled play,Toggle_Shuffle_Spotify
Shuffle the music,Toggle_Shuffle_Spotify
Start playing on shuffle,Toggle_Shuffle_Spotify
Toggle shuffle,Toggle_Shuffle_Spotify
Shuffle mode on,Toggle_Shuffle_Spotify
Switch to shuffle,Toggle_Shuffle_Spotify
Play the tracks shuffled,Toggle_Shuffle_Spotify
Switch on shuffle,Toggle_Shuffle_Spotify
